Compound_ID,Protein_ID,Label
DB03064,P30411,0
DB00145,P22557,1
DB06989,P48736,0
DB02893,P50579,1
DB03253,Q6GI75,0
DB01352,P36544,1
DB01957,Q8P9V9,0
DB00924,P28223,1
DB02701,P58558,0
DB00197,P62508,1
DB04072,Q7RTX0,0
DB07689,P0CG22,1
DB04047,P00450,0
DB07860,P17612,1
DB06946,P43813,0
DB12010,P11309,1
DB07939,Q969F8,0
DB09333,P55073,1
DB07747,O75438,0
DB07938,P0A017,1
DB05232,Q96S86,0
DB02596,Q9XB61,1
DB00519,P17538,0
DB00210,P10276,1
DB14723,P35222,0
DB04832,P21397,1
DB01559,Q03426,0
DB07651,P18031,1
DB00915,P46781,0
DB01622,P28223,1
DB13345,P20248,0
DB11638,O75964,1
DB07823,P0A6A8,0
DB04147,P42512,1
DB01174,P68400,0
DB11638,Q8IBS5,1
DB08387,P71278,0
DB00475,P48169,1
DB01238,Q8TD30,0
DB03747,P07686,1
DB07478,P09958,0
DB00420,P08173,1
DB02394,Q53547,0
DB02343,P22303,1
DB04264,Q9P2N6,0
DB13873,P37231,1
DB07374,Q16099,0
DB03013,P15291,1
DB03199,P21802,0
DB11994,P05181,1
DB02191,P00491,0
DB12010,Q9UKE5,1
DB02243,Q2RJ67,0
DB01593,P01031,1
DB06988,P12915,0
DB02277,Q16539,1
DB07672,Q9UM73,0
DB00714,P08908,1
DB04538,Q15569,0
DB00131,Q9NUB1,1
DB01668,Q6V0L0,0
DB00312,P14867,1
DB04597,Q9L888,0
DB02379,P30920,1
DB01168,Q99640,0
DB07184,P04585,1
DB00583,P02647,0
DB03970,P0AD64,1
DB02087,Q5SHQ5,0
DB02940,Q9RP17,0
DB02386,Q01693,1
DB09274,P54886,0
DB03003,Q03013,1
DB03113,O60658,0
DB02466,P13631,1
DB04602,P80192,0
DB00735,Q14534,1
DB00978,P62330,0
DB00939,P09917,1
DB06832,Q6ZZJ1,0
DB00151,P48507,1
DB02716,P0CG29,0
DB06420,P11388,1
DB12548,O69755,0
DB08515,P49721,1
DB07686,P05186,0
DB01776,P01308,1
DB05428,O33830,0
DB00139,P53597,1
DB05271,Q969V6,0
DB04743,P35354,1
DB08169,P00363,0
DB04638,O14983,1
DB02148,Q8TDS4,0
DB01303,Q14432,1
DB14514,O43681,0
DB07292,P09960,1
DB01177,P0AD65,0
DB08995,P35869,1
DB09286,Q92570,0
DB01593,P01011,1
DB03400,O32393,0
DB03892,P29475,1
DB01043,O00217,0
DB03417,P07477,1
DB00483,Q55013,0
DB00918,P28222,1
DB01068,Q08828,0
DB07524,P11309,1
DB14518,P20813,0
DB03247,P00322,1
DB02607,P11177,0
DB07443,Q02127,1
DB06795,P05089,0
DB01598,P42971,1
DB07285,P12070,0
DB09130,P12814,1
DB09389,P30038,0
DB00160,P43007,1
DB04685,Q7NSZ5,0
DB01917,P08588,1
DB00653,P43522,0
DB02506,P62136,1
DB02107,Q04782,0
DB03600,P9WK83,1
DB00307,Q53586,0
DB13800,P22676,1
DB01822,Q9Y4I5,0
DB08591,P18031,1
DB08572,Q02155,0
DB04272,P40926,1
DB02333,Q13882,0
DB00121,P05166,1
DB00472,P19835,0
DB03900,P60174,1
DB08256,Q9RYA6,0
DB13025,P08908,1
DB08094,Q8RJN5,0
DB00268,P08908,1
DB05252,O95139,0
DB08566,P17538,1
DB02896,P13922,0
DB00421,Q00975,1
DB06791,P34998,0
DB02126,P68871,1
DB02096,P31677,0
DB03459,P27708,1
DB02658,P05230,0
DB00696,P14416,1
DB07647,Q12908,0
DB13269,P35499,1
DB08525,Q16790,0
DB11273,Q13639,1
DB12161,P0AD65,0
DB07851,P27487,1
DB06861,P18357,0
DB02126,P69905,1
DB00252,Q9BW91,0
DB01224,P35348,1
DB02613,P01892,0
DB07394,P36542,1
DB01785,Q53728,0
DB07579,Q13546,0
DB00794,P47869,1
DB07965,Q8IJR6,0
DB01060,Q8XJ01,1
DB07539,P12429,0
DB02813,P11797,1
DB08437,P00797,0
DB04951,P09958,1
DB04689,Q05599,0
DB11611,P20701,1
DB03241,Q9H2K8,0
DB00794,P42262,1
DB08373,Q8ZKR2,0
DB07140,A0A0M3KKX1,1
DB08890,C6KSR5,0
DB02569,P15531,1
DB01016,P00362,0
DB00919,P0A7S3,1
DB06543,O15269,0
DB04374,Q9UJM8,1
DB02524,P14642,0
DB02580,P35080,1
DB02205,P52026,0
DB06144,P35368,1
DB04047,Q9BZV3,0
DB04599,P28223,1
DB02786,Q9HBH9,0
DB03381,P07108,1
DB04713,Q15761,0
DB06144,P50406,1
DB00499,Q5XXA6,0
DB03822,P06276,1
DB04688,Q96D53,0
DB07760,P13051,1
DB04520,P23416,0
DB06216,P14416,1
DB02856,Q9X6R4,0
DB00714,Q9NYX4,1
DB11994,P9WNH5,0
DB00679,P35368,1
DB03971,P11586,0
DB02165,P09488,1
DB07861,P10253,0
DB01162,Q12809,1
DB05010,P06008,0
DB02148,P07858,1
DB05659,P51553,0
DB04183,Q8GBW6,1
DB13967,P39767,0
DB06228,P00742,1
DB02483,Q9A5I5,0
DB13167,P35354,1
DB02363,Q9X2W8,0
DB01535,P35372,1
DB14064,P00269,0
DB11952,O00329,1
DB06124,O14949,0
DB00909,Q9NY72,1
DB07331,Q3J1A5,0
DB03840,P00282,1
DB06971,P08588,0
DB00973,Q9UHC9,1
DB04371,P22607,0
DB07110,P56817,1
DB04599,O95622,0
DB01593,P46939,1
DB07221,P0AC47,0
DB06176,Q9UBN7,1
DB00734,P62623,0
DB05212,Q00653,1
DB02316,Q02156,0
DB07708,Q15596,1
DB09078,P98066,0
DB13345,P18089,1
DB01388,P02753,0
DB00540,P07550,1
DB06930,Q57366,0
DB01242,P23975,1
DB08718,P18825,0
DB06844,P24941,1
DB07464,P56690,0
DB01112,Q8XJ01,1
DB07782,P05155,0
DB00254,P0A7X3,1
DB06847,P02920,0
DB05644,P03369,1
DB01095,Q9RC92,0
DB03780,P28720,1
DB05966,Q9F0I5,0
DB09225,P21728,1
DB07158,P02750,0
DB01176,P35367,1
DB03801,Q08188,0
DB04072,Q99798,1
DB07639,Q8I3X4,0
DB09130,P01024,1
DB11830,P08620,0
DB08618,P01859,1
DB00461,P0CK31,0
DB00334,P18825,1
DB01815,P51857,0
DB00863,P25021,1
DB08250,P43886,0
DB03461,P11586,1
DB04596,P9WKK7,0
DB05944,P00533,1
DB06949,P25553,0
DB00499,P10275,1
DB07784,P0A0N4,0
DB00504,P35372,1
DB09212,P01024,0
DB07252,P54760,1
DB04404,Q9H4M7,0
DB00683,P18507,1
DB13879,Q6N063,0
DB07935,Q72547,1
DB07428,P26514,0
DB00666,P30968,1
DB03145,O15496,0
DB03801,Q70AC7,1
DB02498,P29498,0
DB06847,A0A0M3KKX1,1
DB06401,P95780,0
DB00561,O14649,1
DB03906,Q01234,0
DB00200,P20061,1
DB14518,Q8NI60,0
DB02994,P12497,1
DB08895,O07347,0
DB01189,P30049,1
DB08504,Q8IU85,0
DB09371,P03372,1
DB00898,Q5HEB7,0
DB04464,P06009,1
DB06433,P0ABK9,0
DB03800,P9WNS5,1
DB03577,P46849,0
DB00336,P77390,1
DB07071,O25096,0
DB02053,Q5SIR5,1
DB02052,P48729,0
DB08811,Q14432,1
DB00907,P9WHH7,0
DB00417,P24228,1
DB08323,O75311,0
DB14533,P04075,1
DB00591,Q15569,0
DB01267,P14416,1
DB08047,P13843,0
DB07919,P21397,1
DB03298,O75936,0
DB01643,P03007,1
DB09071,P52687,0
DB08781,O14757,1
DB08604,Q8I5G6,0
DB04395,P55072,1
DB08185,P20586,0
DB00148,P17540,1
DB07208,Q7Z2W7,0
DB00189,P31644,1
DB07179,P04926,0
DB08478,P04818,1
DB00627,Q00534,0
DB00325,P16066,1
DB02075,Q9UF33,0
DB01589,Q16445,1
DB04498,P60568,0
DB00114,P34896,1
DB08576,Q8VUS7,0
DB06589,P10721,1
DB02500,P9WNL7,0
DB00170,P15559,1
DB07759,Q9UI32,0
DB08113,P17612,1
DB03996,P50281,0
DB12010,P62344,1
DB02511,O95180,0
DB03754,P15692,1
DB02300,P46926,0
DB00261,Q14432,1
DB04975,Q44244,0
DB04001,P18031,1
DB06204,P09252,0
DB01861,P26393,1
DB14058,P22301,0
DB03496,P24941,1
DB08181,P16088,0
DB05015,Q9UQL6,1
DB01879,P09466,0
DB00157,O43837,1
DB08709,Q8RQE9,0
DB01577,P08913,1
DB01171,Q9H6X2,0
DB00313,P80404,1
DB01384,P18405,0
DB00266,P15559,1
DB01348,P80380,0
DB02230,P00491,1
DB02242,P0AFK9,0
DB01649,P06730,1
DB08039,Q9BQI3,0
DB01221,P41595,1
DB02943,Q70I53,0
DB07706,O32393,1
DB02540,P38038,0
DB00316,P23219,1
DB08053,O67648,0
DB02646,P02144,1
DB01246,Q9P2K8,0
DB06689,P00748,1
DB08228,P76216,0
DB00431,P28472,1
DB08006,P05305,0
DB00132,Q03181,1
DB00937,O95382,0
DB01593,Q86YZ3,1
DB01758,Q53586,0
DB12010,Q9UKI8,1
DB07266,Q9NYL2,0
DB08690,P06009,1
DB04809,P81180,0
DB00421,Q06432,1
DB06750,P06608,0
DB02729,P04585,1
DB02035,P19971,0
DB11994,P05177,1
DB04454,P31937,0
DB03147,P55792,1
DB04832,Q7L266,0
DB03753,P23219,1
DB07710,Q5SHN7,0
DB00121,O00763,1
DB02093,Q819K2,0
DB09216,P35354,1
DB11367,Q13523,0
DB00543,O00591,1
DB07184,P17050,0
DB01752,P50135,1
DB12110,Q96RR4,0
DB07169,P26663,1
DB01172,Q96SW2,0
DB14583,P04150,1
DB03107,O52646,0
DB01142,Q9H3N8,1
DB03201,P0A751,0
DB04214,Q9BVJ7,1
DB14006,Q02750,0
DB08413,P01834,1
DB02451,P78536,0
DB04450,P53554,1
DB08272,P08684,0
DB06216,P18089,1
DB14520,P07919,0
DB03317,P00148,1
DB07625,O43674,0
DB00273,P28472,1
DB09185,P9WI73,0
DB12010,Q15569,1
DB04903,P37957,0
DB04464,Q02221,1
DB07560,Q8IEM3,0
DB07416,P01834,1
DB06990,P9WIL5,0
DB00193,P20309,1
DB02141,P10153,0
DB02833,P20248,1
DB03053,P02671,0
DB04112,P14555,1
DB08419,P08877,0
DB04640,Q8P9V9,1
DB04265,Q9PPP5,0
DB04147,P06716,1
DB07055,P03176,0
DB01864,P62491,1
DB03857,O43353,0
DB08305,P42262,1
DB00626,P21802,0
DB05134,P07900,1
DB09296,P00781,0
DB07720,P30926,1
DB01878,Q96C36,0
DB04946,P35348,1
DB09262,P05160,0
DB00783,P43681,1
DB14062,P35222,0
DB00269,P03372,1
DB08378,P07602,0
DB08795,P0A3M6,1
DB08400,P55073,0
DB00189,Q9UN88,1
DB07350,P04350,0
DB00338,P20648,1
DB08309,P12915,0
DB00935,P08913,1
DB03424,Q92930,0
DB00368,P18825,1
DB02555,P30044,0
DB01576,Q96RJ0,1
DB04201,Q9NS40,0
DB03397,Q16222,1
DB07444,O14791,0
DB11901,P10275,1
DB07666,O90777,0
DB05513,P01375,1
DB05107,Q16512,0
DB00737,Q14994,1
DB00989,P31213,0
DB08261,P0A3R9,1
DB04126,P52597,0
DB01992,P21340,1
DB03936,Q8VUS8,0
DB00371,P18505,1
DB00260,P51857,0
DB01175,P35367,1
DB07542,Q93LD7,0
DB00370,P34969,1
DB03868,P13498,0
DB03116,P0A6D3,1
DB06943,P09250,0
DB01593,P29622,1
DB04441,Q9RX51,0
DB00277,Q99829,1
DB00811,Q8XB74,0
DB06836,Q8NEB9,1
DB00412,Q9NQS7,0
DB01942,Q46891,1
DB04396,P54578,0
DB09074,P09874,1
DB07589,P02749,0
DB01593,P15169,1
DB01537,Q16566,0
DB02153,P32119,1
DB14014,P31949,0
DB09089,Q9H2S1,1
DB04659,P60844,0
DB00182,P14416,1
DB03899,Q06187,0
DB00143,Q16772,1
DB07268,Q8I3T9,0
DB07544,P54687,1
DB04243,Q9Y6E0,0
DB03317,P99999,1
DB04783,Q746I8,0
DB09130,P04004,1
DB13191,Q3J1A5,0
DB09028,P17787,1
DB05412,Q9QNF7,0
DB11278,P35348,1
DB00970,P41594,0
DB12695,P09493,1
DB07153,Q9H228,0
DB01752,P21631,1
DB02704,Q9ULX7,0
DB08807,P08908,1
DB04593,P37288,0
DB04113,P00326,1
DB01436,Q9BV57,0
DB01702,P06875,1
DB07066,Q9GZT4,0
DB00119,P30613,1
DB07618,P00450,0
DB04450,P08100,1
DB07979,P11498,0
DB01169,O14920,1
DB03049,P08877,0
DB00157,P28845,1
DB07071,P50213,0
DB00201,Q14573,1
DB14639,P0AFG8,0
DB08241,P20248,1
DB03847,P60063,0
DB01752,P11086,1
DB07613,Q7KZA3,0
DB01708,P28472,1
DB03843,Q99720,0
DB01159,P23415,1
DB07983,P33261,0
DB00307,P48443,1
DB06016,Q8IB72,0
DB01400,P22303,1
DB08893,P0A8M5,0
DB01764,P50870,1
DB08261,P20339,0
DB06230,P41145,1
DB08617,Q9RVD6,0
DB03793,Q5PXQ6,1
DB00683,Q9Y698,0
DB01053,A0A0H2XJ39,1
DB07455,P51843,0
DB12010,O75385,1
DB02482,Q9HB55,0
DB03399,P02144,1
DB03192,O25323,0
DB00502,Q05940,1
DB07957,Q93088,0
DB03247,Q60049,1
DB01081,P29218,0
DB03779,P14262,1
DB03383,P12644,0
DB00797,P25021,1
DB00881,P08909,0
DB08614,Q9UNI1,1
DB01016,P80511,0
DB01624,P28223,1
DB00987,P06396,0
DB07268,P45983,1
DB03870,P0A8Q3,0
DB02797,P00811,1
DB08098,P24394,0
DB01440,P18505,1
DB00343,Q9ZB17,0
DB00704,Q5T1J1,1
DB00259,P81180,0
DB00786,Q9Y5R2,1
DB07472,P17900,0
DB03584,P37700,1
DB11155,Q16665,0
DB01752,Q06528,1
DB03738,Q6PYX1,0
DB13751,P06858,1
DB02136,Q9X180,0
DB04485,O00142,1
DB03666,Q9NRF9,0
DB03127,P00775,1
DB07584,Q9WYT0,0
DB00561,Q9NPC2,1
DB04104,P14756,0
DB00786,Q9H239,1
DB08132,P43700,0
DB09060,Q93CA2,1
DB04031,Q59675,0
DB08896,P09619,1
DB01072,Q59961,0
DB12364,P00742,1
DB04235,Q9BZV3,0
DB11638,P15924,1
DB04439,Q08462,0
DB02375,P23458,1
DB08348,P08319,0
DB00543,Q16445,1
DB06726,P56690,0
DB14481,Q75N90,1
DB01720,P17658,0
DB06486,P31749,1
DB14068,P10724,0
DB05265,Q8NFA2,1
DB00823,Q8ILK3,0
DB04272,P9WN95,1
DB07347,P10826,0
DB04604,P78368,1
DB11587,Q7Z460,0
DB02038,P16932,1
DB04786,P36275,0
DB00241,Q99928,1
DB03297,P49302,0
DB00497,P19652,1
DB02362,Q5VZ30,0
DB12010,P43405,1
DB02890,Q56268,0
DB12010,Q16832,1
DB00448,Q96KG9,0
DB01297,P08588,1
DB07550,Q56408,0
DB00543,P28222,1
DB08448,P19367,0
DB03516,Q12882,1
DB09241,P76577,0
DB11397,P02787,1
DB00637,Q836J0,0
DB04800,P18031,1
DB07310,P42216,0
DB05102,P03303,1
DB06070,P0ABE7,0
DB13954,P37059,1
DB02895,P04632,0
DB01023,Q13936,1
DB08437,Q9ZGH3,0
DB03284,P84141,1
DB08252,P31937,0
DB11273,P28335,1
DB04838,P16389,0
DB01593,P35908,1
DB09123,Q86UE8,0
DB04137,P00367,1
DB00449,Q08188,0
DB03335,P51698,1
DB07472,Q5RT80,0
DB02181,P07071,1
DB00910,O95069,0
DB00916,Q16850,1
DB00175,Q9NPB1,0
DB14487,P31151,1
DB08675,P35368,0
DB01708,P47870,1
DB00203,P0A751,0
DB00160,Q9UHI5,1
DB00854,P15121,0
DB04270,P37231,1
DB03949,P45059,0
DB02919,P00374,1
DB01188,Q8V397,0
DB09061,P28223,1
DB06233,Q9UG56,0
DB00953,P28222,1
DB08327,P25103,0
DB00321,Q9UK17,1
DB06972,P99999,0
DB08745,P00742,1
DB06454,Q9KQN0,0
DB00216,P08908,1
DB04396,Q8IZS8,0
DB07880,P22629,1
DB00408,P48066,0
DB07841,P14324,1
DB02381,Q8IB78,0
DB00228,Q09470,1
DB04044,P22891,0
DB11181,P08172,1
DB08046,P9WI81,0
DB02451,Q5SJ79,1
DB07866,P02743,0
DB13615,Q9HC29,1
DB05297,Q8IDP8,0
DB00408,P34969,1
DB02985,P82251,0
DB07020,P45984,1
DB07121,Q9NZV8,0
DB01645,Q15788,1
DB07875,O14949,0
DB13953,P37059,1
DB04880,Q46730,0
DB00833,Q75Y35,1
DB11994,P03303,0
DB01752,Q14749,1
DB00776,P09917,0
DB03240,P42262,1
DB04542,Q58L87,0
DB00156,Q9BW92,1
DB00841,Q8N0U8,0
DB03685,P77398,1
DB01139,P14677,0
DB06925,P06239,1
DB00811,P03951,0
DB01296,P14780,1
DB00364,P05695,0
DB02325,O60942,1
DB14491,Q16322,0
DB02379,Q9KG76,1
DB03090,Q99720,0
DB14533,P02765,1
DB02456,P78527,0
DB09060,Q9EXV5,1
DB02122,P07602,0
DB07028,P15121,1
DB08531,P00736,0
DB03758,P08238,1
DB08808,P17252,0
DB07297,P06239,1
DB00910,O60493,0
DB08437,P40429,1
DB00194,P06441,0
DB01000,C1KC03,1
DB12267,Q5SJ28,0
DB01205,Q8N1C3,1
DB07285,P23827,0
DB00143,P09488,1
DB07446,F5HCU8,0
DB00121,P11498,1
DB08398,O60427,0
DB00381,P00915,1
DB03221,P36897,0
DB08130,Q02750,1
DB06882,P81180,0
DB00898,P78334,1
DB02063,Q8TDS4,0
DB06472,P05106,1
DB00963,O96013,0
DB00142,Q13224,1
DB03310,Q9ULZ9,0
DB01045,Q9Y6L6,1
DB00889,Q27738,0
DB06148,Q9H3N8,1
DB02600,P30197,0
DB01041,P21802,1
DB06860,P06612,0
DB01236,P98194,1
DB06016,P06983,0
DB00945,P23219,1
DB00824,Q46856,0
DB04223,P29474,1
DB14050,Q93083,0
DB02910,P30084,1
DB03337,Q00796,0
DB00628,Q9UN88,1
DB00369,Q9ULU8,0
DB00622,Q01668,1
DB07499,P48047,0
DB00907,P23975,1
DB02142,P80297,0
DB02813,P07686,1
DB04381,P17844,0
DB00172,Q8IVL6,1
DB00373,P21728,0
DB08145,P24182,1
DB03064,P16581,0
DB01419,P35354,1
DB03759,P12488,0
DB00964,P08913,1
DB02861,Q9X592,0
DB02236,P22102,1
DB03788,P20618,0
DB12340,Q92934,1
DB04627,A0A0H3K1U2,0
DB12010,Q96RR4,1
DB08512,P10997,0
DB08159,P11387,1
DB03216,P78368,0
DB01437,P18507,1
DB07618,Q8I6U8,0
DB01226,P20309,1
DB00620,P00512,0
DB00202,Q9GZZ6,1
DB03551,Q8ILK3,0
DB09229,P25100,1
DB01022,P05231,0
DB11278,P07550,1
DB00953,O43283,0
DB05814,P62942,1
DB01544,Q8IKM5,0
DB02980,P24289,1
DB07827,Q9Y6L6,0
DB11638,Q8IKM5,1
DB02561,P31260,0
DB00171,O95342,1
DB07806,Q96L21,0
DB00877,P09038,1
DB02734,P0A827,0
DB14011,Q14330,1
DB04882,P46925,0
DB09143,Q99835,1
DB03475,O15217,0
DB02415,P17315,1
DB04422,P13674,0
DB05478,P08684,1
DB01586,P13001,0
DB09038,P31639,1
DB03746,P25713,0
DB04556,P22303,1
DB02092,Q9BVJ7,0
DB01871,Q9UBX1,1
DB03022,Q54331,0
DB03260,Q9RZ04,1
DB04867,P23904,0
DB02627,P00811,1
DB06829,Q05486,0
DB08402,P19793,1
DB11952,Q8AAK6,0
DB08184,P07477,1
DB03242,P10114,0
DB04395,P68400,1
DB07182,P45124,0
DB02688,P43683,1
DB01278,O75914,0
DB02182,P0ABE7,1
DB04095,P0A6F3,0
DB01268,P17948,1
DB07203,P13716,0
DB03950,P00918,1
DB06481,O93182,0
DB01354,P47869,1
DB07366,Q9UKL6,0
DB03109,Q13231,1
DB08242,P80192,0
DB09047,P43700,1
DB00636,P47895,0
DB12010,P21709,1
DB07207,P08709,1
DB01700,Q15111,0
DB00157,O14561,1
DB07042,P12851,0
DB01163,Q75Y35,1
DB07642,P23368,0
DB12010,P19784,1
DB02817,P10724,0
DB00555,P35367,1
DB12305,P53041,0
DB07198,Q92731,1
DB02493,O95864,0
DB00818,O00591,1
DB08882,P33260,0
DB01559,O14764,1
DB06887,Q7SID9,0
DB04510,P36204,1
DB04429,P45799,0
DB00139,Q13183,1
DB05395,P01619,0
DB09462,P0AER0,1
DB07325,P31723,0
DB00716,P21462,1
DB07030,P44868,0
DB03467,Q04828,1
DB04688,P13000,0
DB00539,P03372,1
DB07868,P29320,0
DB01201,P9WGY7,1
DB07941,Q12908,0
DB00198,Q99519,1
DB06393,P00156,0
DB09462,Q14643,1
DB00443,P80371,0
DB04892,P22303,1
DB04724,Q9R5V5,0
DB01028,O14764,1
DB09256,Q6P093,0
DB01645,P03372,1
DB09195,Q02338,0
DB01149,P08908,1
DB02517,Q9RP17,0
DB01409,P08912,1
DB09195,P06744,0
DB05003,P31350,1
DB03534,P09104,0
DB07375,P06310,1
DB06393,P04392,0
DB00417,P12256,1
DB02736,O95831,0
DB00659,P28472,1
DB06988,Q59675,0
DB04672,Q9NPB1,1
DB08522,P21964,0
DB03381,P08100,1
DB06789,P04293,0
DB00121,Q9HCC0,1
DB09338,Q9Y6M4,0
DB00307,P19793,1
DB05838,P02788,0
DB00981,P22303,1
DB02824,Q7DHH4,0
DB04447,P60493,1
DB08622,P51970,0
DB01121,P35498,1
DB04224,P63000,0
DB01142,P31645,1
DB07747,P26447,0
DB02262,Q02127,1
DB00224,P04390,0
DB09330,P00533,1
DB02663,P21333,0
DB04315,P22392,1
DB06930,Q08426,0
DB03964,Q99798,1
DB08461,P07288,0
DB01159,P98194,1
DB02060,P10909,0
DB00327,P41143,1
DB07436,P61457,0
DB05015,P56524,1
DB03978,P17405,0
DB11638,Q00080,1
DB06218,Q2QJL3,0
DB00998,P28222,1
DB02166,Q9XBQ3,0
DB01265,Q05486,1
DB08575,O60895,0
DB08819,P43088,1
DB12831,P33221,0
DB04821,P27338,1
DB06917,Q9Y289,0
DB02471,P09848,1
DB13978,P09012,0
DB00468,P14770,1
DB03606,P12277,0
DB02325,P01375,1
DB07790,O95259,0
DB00801,O14764,1
DB08435,Q9UM01,0
DB07859,P31751,1
DB03549,P12070,0
DB14533,P31151,1
DB06680,P08173,0
DB00475,P18507,1
DB02597,Q86DI9,0
DB01354,P31644,1
DB07633,P9WJI5,0
DB00218,P11388,1
DB02252,O07732,0
DB04447,P22262,1
DB04788,P16502,0
DB08185,P17291,1
DB02260,P27986,0
DB03865,P00749,1
DB09143,P20132,0
DB05295,P11473,1
DB09477,P16788,0
DB01593,P02647,1
DB08338,Q04828,0
DB02263,Q59931,1
DB01673,P83793,0
DB05038,P30411,1
DB01741,O15496,0
DB07755,P24941,1
DB02138,P25275,0
DB01452,P35372,1
DB07311,C0H4X5,0
DB04043,P80188,1
DB04886,P07360,0
DB08180,P53609,1
DB01752,P16099,0
DB00863,P06276,1
DB06984,P0AB80,0
DB02952,P01303,1
DB04052,P16088,0
DB07245,P56817,1
DB04790,Q14654,0
DB08348,Q5EK40,1
DB02331,P48651,0
DB14487,P46939,1
DB04519,Q86UW8,0
DB04447,O87949,1
DB02722,P04181,0
DB11093,P13693,1
DB07401,P00323,0
DB07362,O14965,1
DB04296,P80511,0
DB08763,P07477,1
DB00980,Q99798,0
DB00246,P14416,1
DB14528,P28066,0
DB03582,P76216,1
DB07879,P54710,0
DB08124,P24941,1
DB02907,P42685,0
DB07630,P00742,1
DB03012,P45452,0
DB02138,P0A434,1
DB00230,P0A2Y7,0
DB08896,P00519,1
DB12731,P39126,0
DB00463,P47869,1
DB01201,O75838,0
DB03685,P09148,1
DB01406,Q15569,0
DB03643,P05981,1
DB05413,Q6IBS8,0
DB07410,O95749,1
DB02340,Q9I596,0
DB06861,P00734,1
DB04325,P49368,0
DB08342,Q8IUR0,1
DB07356,P43490,0
DB00186,P47869,1
DB06266,Q82122,0
DB04774,P68133,1
DB01050,Q969P6,0
DB14533,P01619,1
DB02495,P0A7J6,0
DB08623,P00811,1
DB00957,O82839,0
DB01365,P18825,1
DB04682,P28305,0
DB03366,Q816R0,1
DB04491,P00437,0
DB04863,P05106,1
DB02121,Q99456,0
DB02635,O15382,1
DB01392,P36896,0
DB00477,P35462,1
DB02527,P80303,0
DB08707,P11309,1
DB03361,P69488,0
DB09130,Q13748,1
DB08688,P02144,0
DB07074,P03951,1
DB03802,P07515,0
DB00143,Q9H4Y5,1
DB00877,Q7KQL5,0
DB07821,Q13093,1
DB01396,P27448,0
DB08185,Q5SHN3,1
DB03108,P34969,0
DB03374,P33590,1
DB01182,P07822,0
DB02127,P0A434,1
DB01149,Q9NYK1,0
DB03270,P00918,1
DB07990,P51884,0
DB00248,P18825,1
DB01601,Q9Y5K3,0
DB11994,Q13133,1
DB08146,Q54468,0
DB00349,P47869,1
DB07635,Q27218,0
DB02659,Q02221,1
DB03138,P08373,0
DB06860,P00469,1
DB08936,Q08462,0
DB09409,Q13224,1
DB00180,P41789,0
DB09091,Q92769,1
DB01896,P01011,0
DB08846,P22748,1
DB11691,P9WH11,0
DB11348,O75340,1
DB07887,P15559,0
DB03248,O66496,1
DB06887,P24228,0
DB03523,Q02127,1
DB03359,Q8TAB3,0
DB01593,P29034,1
DB04084,Q9BWD1,0
DB00202,P08172,1
DB02596,Q96T66,1
DB08554,O75715,0
DB00777,P28335,1
DB03472,P12883,0
DB08651,Q02880,1
DB07081,P24024,0
DB00622,P35368,1
DB08665,P51659,0
DB02379,Q57366,1
DB08132,Q9AIU0,0
DB00201,P42338,1
DB02268,P09391,0
DB07006,P30291,1
DB02155,Q16099,0
DB09068,P34969,1
DB05018,P22894,0
DB00143,Q9Y2Q3,1
DB04429,Q9NPA2,0
DB03280,P9WKE1,1
DB01201,Q83WG3,0
DB00618,P0A7V8,1
DB08588,Q9Y617,0
DB01946,O15530,1
DB07706,P42858,0
DB04141,P21912,1
DB08208,Q53H96,0
DB01062,P20309,1
DB03619,P18507,0
DB02494,P62917,1
DB01793,P23919,0
DB02956,Q56748,1
DB08593,B7JA91,0
DB03031,P00183,1
DB00773,Q2TU84,0
DB00659,Q9UN88,1
DB08088,Q13748,0
DB00157,Q16798,1
DB11278,P17584,0
DB00726,P31645,1
DB07085,Q9H306,0
DB07040,Q837V6,1
DB01621,Q9UDX3,0
DB01702,P00436,1
DB06995,Q87MW5,0
DB04392,P15559,1
DB00864,P08246,0
DB14006,P22303,1
DB04298,Q8XJ01,0
DB01366,P07550,1
DB02073,P30872,0
DB00143,O43708,1
DB03899,P37551,0
DB00393,Q01668,1
DB03643,Q99707,0
DB08233,P20248,1
DB03381,P09382,0
DB03814,P22906,1
DB00518,Q47066,0
DB11842,P30556,1
DB02228,P28790,0
DB07724,Q07869,1
DB02521,Q8Z2X8,0
DB08922,P14416,1
DB07376,P51451,0
DB03454,P47228,1
DB05885,P47944,0
DB00897,A8MPY1,1
DB01627,O15427,0
DB04233,Q9HVJ6,1
DB08292,O75880,0
DB00035,P37288,1
DB02590,O60658,0
DB00916,P29166,1
DB03894,Q02750,0
DB00454,Q14957,1
DB02263,P01857,0
DB00609,P9WIE5,1
DB07970,Q56308,0
DB00747,P08172,1
DB03912,Q6GII7,0
DB01356,O14732,1
DB08114,P61073,0
DB03156,P12104,0
DB04464,P39300,1
DB01248,Q07837,0
DB06594,P48039,1
DB00227,Q8EBR3,0
DB01992,Q81EE4,1
DB07668,P45314,0
DB07814,Q6P093,1
DB07099,P05187,0
DB08246,P52732,1
DB05262,Q92793,0
DB00659,Q99928,1
DB02305,P22413,0
DB09060,Q93LQ9,1
DB05492,Q07699,0
DB03366,P23222,1
DB02160,P98164,0
